name	ra_hours	dec_deg	mag
112 Psc	2.002544	3.09701	5.89
HR 693	2.368051	-17.66217	5.89
HR 713	2.443115	-20.04262	5.89
13 Tri	2.480139	29.93176	5.89
HR 830	2.812750	25.18806	5.89
HR 886	2.994410	41.03294	5.89
HR 922	3.121947	64.05759	5.89
HR 1238	4.013545	18.19400	5.89
HR 1280	4.133171	17.33990	5.89
HR 1687	5.188660	-2.49078	5.89
HR 2076	5.947069	11.52106	5.89
59 Ori	5.973456	1.83711	5.89
HR 2918	7.609641	5.86217	5.89
HR 3011	7.742830	-37.94292	5.89
HR 3071	7.839957	-50.50947	5.89
30 Lyn	8.340564	57.74328	5.89
HR 3300	8.381991	-52.12373	5.89
HR 3303	8.496182	67.29744	5.89
HR 3378	8.562077	4.75700	5.89
50 Cnc	8.782227	12.10995	5.89
HR 3610	9.019027	-68.68392	5.89
66 Cnc	9.023369	32.25230	5.89
27 LMi	10.385091	33.90814	5.89
HR 4173	10.634070	-57.25631	5.89
HR 4336	11.160699	43.20774	5.89
HR 4448	11.538888	-66.96182	5.89
HR 4563	11.916672	-63.27918	5.89
HR 4597	12.043815	-69.19229	5.89
2 Com	12.071277	21.45915	5.89
Kap Cru	12.896923	-60.37624	5.89
HR 4903	12.916269	-44.15197	5.89
64 Vir	13.369358	5.15476	5.89
HR 5215	13.852560	34.66440	5.89
HR 5317	14.227997	-0.84546	5.89
HR 5519	14.810569	-36.63470	5.89
HR 5713	15.437389	-68.30917	5.89
HR 5880	15.809560	28.15675	5.89
HR 6050	16.196556	42.37457	5.89
HR 6085	16.374741	-43.91205	5.89
Eta1TrA	16.689756	-68.29612	5.89
HR 6414	17.275477	1.21054	5.89
HR 6547	17.624253	-50.05970	5.89
9 Sgr	18.064568	-24.36073	5.89
5 Aql	18.774610	-0.96169	5.89
HR 7086	18.814829	19.32872	5.89
HR 7174	18.967194	38.26619	5.89
HR 7161	19.058242	-68.75554	5.89
HR 7421	19.522672	26.61717	5.89
HR 7422	19.569024	-40.03464	5.89
HR 7484	19.644769	54.97379	5.89
49Ups Aql	19.761096	7.61316	5.89
HR 7843	20.490863	56.06819	5.89
HR 7812	20.638501	-81.28906	5.89
HR 8018	20.961290	-16.03154	5.89
HR 8157	21.322828	38.23747	5.89
HR 8736	22.850818	85.37374	5.89
HR 8844	23.243622	74.23127	5.89
HR 8979	23.685809	-11.68065	5.89
HR 8983	23.699081	7.25055	5.89
9 Cas	0.070462	62.28766	5.90
HR 174	0.678437	-4.35184	5.90
Lam2Scl	0.736683	-38.42169	5.90
HR 228	0.820540	-24.13667	5.90
HR 446	1.571279	37.23715	5.90
HR 450	1.580296	18.46051	5.90
HR 701	2.381852	-51.09213	5.90
39 Tau	4.088958	22.00890	5.90
76 Tau	4.473167	14.74097	5.90
HR 1697	5.213369	-6.05719	5.90
HR 2046	5.916387	31.70150	5.90
HR 2081	5.989384	49.92454	5.90
39 Aur	6.084276	42.98163	5.90
HR 2589	6.940509	9.95658	5.90
HR 2732	7.237644	-9.94753	5.90
HR 2778	7.322881	2.74069	5.90
HR 2856	7.445130	-34.14069	5.90
HR 2883	7.534934	-8.88133	5.90
HR 3023	7.786821	-22.51951	5.90
HR 3154	8.027091	-37.28372	5.90
HR 3453	8.684812	-48.92268	5.90
HR 3546	8.941814	40.20147	5.90
HR 3783	9.475160	-66.70188	5.90
HR 3850	9.693087	31.27782	5.90
HR 3915	9.895257	5.95857	5.90
33 LMi	10.530937	32.37955	5.90
HR 4274	10.952183	-50.76502	5.90
76 Leo	11.315266	1.65040	5.90
HR 4531	11.810753	14.28421	5.90
13 Vir	12.311199	-0.78718	5.90
HR 4985	13.223156	-50.69983	5.90
92 Vir	13.941077	1.05058	5.90
HR 5462	14.637219	18.29838	5.90
HR 5508	14.784747	-38.29064	5.90
HR 5567	14.937008	14.44627	5.90
HR 5654	15.201184	18.97603	5.90
HR 5755	15.464287	60.67022	5.90
HR 5988	16.101772	-23.60631	5.90
HR 6478	17.453462	-50.63037	5.90
HR 6907	18.463745	-29.81686	5.90
HR 7545	19.738446	69.33706	5.90
HR 7648	20.016383	8.55773	5.90
42 Cyg	20.488997	36.45473	5.90
HR 8818	23.169370	-40.59155	5.90
HYG 119548	23.165305	-22.45736	5.90
HR 527	1.807227	3.68545	5.91
HR 659	2.242208	-41.16676	5.91
Lam1For	2.551952	-34.64997	5.91
HR 756	2.615879	38.73358	5.91
49 Ari	3.031706	26.46235	5.91
59 Ari	3.332166	27.07113	5.91
HR 1074	3.544449	35.46173	5.91
HR 1159	3.769267	6.80352	5.91
Sig For	3.774286	-29.33816	5.91
HR 1182	3.810821	0.22786	5.91
HR 1342	4.364392	56.50632	5.91
HR 1370	4.372981	20.82142	5.91
HR 1440	4.606727	64.26160	5.91
HR 1618	5.030654	0.72211	5.91
HR 2222	6.252353	13.85110	5.91
HR 2586	6.950145	33.68104	5.91
26 CMa	7.203393	-25.94259	5.91
HR 2779	7.329901	7.14295	5.91
HR 3175	8.167719	58.24824	5.91
HR 3395	8.597493	6.62022	5.91
HR 3408	8.654898	52.71162	5.91
HR 3776	9.479763	-62.27313	5.91
Zet2Ant	9.525601	-31.87183	5.91
17 Sex	10.168761	-8.40817	5.91
HR 4015	10.229427	-40.34606	5.91
HR 4139	10.542670	-44.61851	5.91
HR 4243	10.891986	69.85388	5.91
55 Leo	10.928444	0.73692	5.91
56 Leo	10.933742	6.18537	5.91
HR 4644	12.206106	-62.95077	5.91
HR 4702	12.365953	-56.37438	5.91
HR 4837	12.727236	-1.57700	5.91
HR 4885	12.884502	-54.95247	5.91
HR 4962	13.163291	16.84861	5.91
17 CVn	13.167563	38.49898	5.91
HR 4977	13.213550	-66.22675	5.91
HR 4988	13.236699	-58.68394	5.91
HR 5121	13.623189	-46.42788	5.91
HR 5184	13.710930	78.06444	5.91
HR 5229	13.886192	28.64813	5.91
26 Boo	14.542374	22.26006	5.91
HR 5500	14.812377	-66.59356	5.91
HR 5527	14.876462	-63.80983	5.91
HR 5584	14.989754	4.56776	5.91
HR 5608	15.024195	60.20445	5.91
HR 5975	16.076899	-37.86295	5.91
HR 6044	16.239546	-33.01109	5.91
HR 6246	16.826294	13.26114	5.91
HR 6251	16.900106	-57.90951	5.91
HR 6341	17.060917	13.60535	5.91
HR 6327	17.064146	-38.15257	5.91
HR 6426	17.315842	-34.98979	5.91
HR 6456	17.381874	-37.22079	5.91
HR 6667	17.876512	1.30501	5.91
HR 7084	18.778634	52.98796	5.91
HR 7128	18.933520	-23.17375	5.91
10 Aql	18.979701	13.90665	5.91
HR 7281	19.244319	-45.19353	5.91
HR 7356	19.337783	57.64513	5.91
HR 7360	19.417790	-29.30936	5.91
HR 7537	19.837238	-47.55739	5.91
HR 7591	19.868658	47.93180	5.91
20 Vul	20.200195	26.47881	5.91
HR 7783	20.291918	66.85369	5.91
HR 7895	20.643053	23.68049	5.91
HR 7944	20.739457	56.48841	5.91
17 Cap	20.769441	-21.51403	5.91
HR 8112	21.091450	78.12639	5.91
14 Lac	22.839381	41.95339	5.91
HR 8718	22.917399	37.07683	5.91
6 And	23.174235	43.54423	5.91
14 Psc	23.569171	-1.24757	5.91
62 Psc	0.804836	7.29993	5.92
HR 292	1.060280	61.07482	5.92
HR 404	1.405695	-6.91466	5.92
HR 420	1.418136	-64.36948	5.92
HR 436	1.506362	-26.20785	5.92
HR 534	1.847770	11.04338	5.92
Eta2For	2.837438	-35.84364	5.92
HR 906	3.195229	81.47071	5.92
HR 968	3.207146	-44.41966	5.92
HR 1635	5.039668	-31.77133	5.92
HR 1795	5.446890	34.39181	5.92
HR 1874	5.567791	-1.47025	5.92
57 Ori	5.915746	19.74961	5.92
HR 2367	6.503132	-10.08151	5.92
HR 2380	6.512858	-27.76957	5.92
HR 2500	6.756378	-31.79366	5.92
16 Mon	6.775671	8.58715	5.92
HR 2960	7.670425	-19.66086	5.92
Piautos	8.342260	24.02231	5.92
HR 3288	8.381693	-7.54312	5.92
HR 3389	8.560676	-38.84882	5.92
36 Cnc	8.618270	9.65558	5.92
HR 3539	8.877391	-48.35910	5.92
HR 3670	9.226239	-47.33841	5.92
HR 3810	9.557237	-22.86388	5.92
HR 4224	10.811266	-1.95890	5.92
HR 4892	12.818550	83.41783	5.92
HR 4966	13.197612	-69.94202	5.92
HR 5106	13.577903	-13.21432	5.92
HR 5203	13.706379	82.75241	5.92
HR 5180	13.771964	38.50363	5.92
HR 5175	13.791005	-50.24929	5.92
HR 5251	13.988187	-50.36965	5.92
HR 5547	15.003147	-77.16055	5.92
HR 6170	16.540463	60.82332	5.92
39 Her	16.693527	26.91688	5.92
HR 7646	19.989006	45.77254	5.92
HR 8026	20.940526	49.19585	5.92
HR 8168	21.261779	77.01230	5.92
HR 8352	21.919823	-61.88661	5.92
HR 8530	22.392264	-7.19442	5.92
HR 8642	22.699293	14.51639	5.92
HR 8846	23.277719	-44.48917	5.92
HR 12	0.129693	-22.50856	5.93
HR 135	0.552879	54.89498	5.93
34 Cet	1.195419	-2.25108	5.93
Psi For	2.892885	-38.43700	5.93
HR 862	2.893144	-22.37631	5.93
HR 902	3.012261	10.87039	5.93
HR 956	3.223297	48.17695	5.93
HR 993	3.300717	-28.79707	5.93
HR 1045	3.439590	-27.31748	5.93
HR 1067	3.512617	6.18870	5.93
HR 1216	3.892587	-46.89367	5.93
HR 1246	4.011292	-30.49070	5.93
HR 1670	5.162524	28.03046	5.93
HR 1832	5.507268	15.36045	5.93
HR 1955	5.684888	0.33775	5.93
26 Cam	5.775106	56.11557	5.93
HR 2072	5.872276	-57.15619	5.93
HR 2158	6.077811	-45.07893	5.93
HR 2169	6.159010	22.19026	5.93
HR 2406	6.588221	9.98833	5.93
HR 2643	7.058457	29.33708	5.93
HR 2737	7.292700	52.13107	5.93
HR 2894	7.613067	55.75506	5.93
HR 2914	7.631628	48.77384	5.93
HR 2951	7.682922	23.01853	5.93
51 Cam	7.777793	65.45568	5.93
HR 3645	9.264639	72.94633	5.93
HR 3960	10.033361	-60.42089	5.93
25 Sex	10.390688	-4.07404	5.93
HR 4095	10.416516	-58.57630	5.93
HR 4271	10.921456	-60.51700	5.93
16Kap Crt	11.452644	-12.35675	5.93
HR 4565	11.927814	-28.47710	5.93
HR 4907	12.942142	-72.18521	5.93
HR 4930	13.051487	-71.47573	5.93
HR 5266	14.057371	-56.21343	5.93
HR 5357	14.323302	-37.00291	5.93
HR 5473	14.678442	13.53433	5.93
18Tau5Ser	15.608121	16.11908	5.93
HR 5846	15.739633	-41.81909	5.93
HR 5981	16.034877	52.91592	5.93
HR 6011	16.149689	3.45447	5.93
HR 6014	16.153115	6.37869	5.93
